employee_id,employee_name,department,team,designation,employment_type,experience_years,joining_date,location,manager_id,skill_primary,skill_secondary,grade_level,employment_status,cost_center,capacity_hours_monthly
EMP0368,Employee 0368,Design,Team E,Lead Engineer,Full-Time,4,2023-03-27,Noida,EMP0075,Java,Python,G3,Active,CC-165,160
EMP0369,Employee 0369,DevOps,Team A,Product Manager,Full-Time,4,2025-04-05,Remote,EMP0009,Power BI,Testing,G3,Active,CC-181,160
EMP0370,Employee 0370,DevOps,Team C,Finance Analyst,Full-Time,2,2021-02-08,Pune,EMP0020,Node.js,Agile,G2,Active,CC-107,160
EMP0371,Employee 0371,Sales,Team A,QA Engineer,Full-Time,4,2025-05-29,Remote,EMP0038,AWS,UI/UX,G3,Active,CC-151,160
EMP0372,Employee 0372,Support,Team B,Support Engineer,Full-Time,5,2018-05-25,Chennai,EMP0093,React,DevOps,G3,On Leave,CC-185,160
EMP0373,Employee 0373,DevOps,Team E,Product Manager,Contract,8,2021-05-14,Hyderabad,EMP0038,Java,DevOps,G5,Active,CC-116,160
EMP0374,Employee 0374,Design,Team C,Support Engineer,Full-Time,7,2024-04-08,Bengaluru,EMP0029,Power BI,Agile,G4,Active,CC-195,160
EMP0375,Employee 0375,Design,Team D,QA Engineer,Full-Time,10,2021-09-19,Bengaluru,EMP0061,Python,SQL,G6,Active,CC-160,160
EMP0376,Employee 0376,Product,Team C,Product Manager,Contract,2,2019-05-06,Noida,EMP0007,SQL,Cloud,G2,Active,CC-125,160
EMP0377,Employee 0377,DevOps,Team B,QA Engineer,Contract,7,2024-05-21,Chennai,EMP0111,SQL,SQL,G4,On Leave,CC-162,160
EMP0378,Employee 0378,DevOps,Team D,DevOps Engineer,Full-Time,5,2019-12-26,Mumbai,EMP0027,SQL,Cloud,G3,Active,CC-162,160
EMP0379,Employee 0379,Data & Analytics,Team D,Senior Engineer,Full-Time,11,2024-11-21,Remote,EMP0050,Python,Python,G6,Active,CC-168,160
EMP0380,Employee 0380,Product,Team E,Support Engineer,Contract,2,2022-03-09,Pune,EMP0003,Python,Agile,G2,Active,CC-128,160
EMP0381,Employee 0381,DevOps,Team C,Data Analyst,Full-Time,1,2019-06-13,Hyderabad,EMP0009,Python,Testing,G1,Active,CC-137,160
EMP0382,Employee 0382,Finance,Team B,Support Engineer,Full-Time,2,2023-11-02,Chennai,EMP0116,Excel,Analytics,G2,Active,CC-196,160
EMP0383,Employee 0383,Product,Team B,Senior Engineer,Full-Time,0,2022-07-11,Pune,EMP0094,Python,Cloud,G1,Active,CC-115,160
EMP0384,Employee 0384,DevOps,Team C,Support Engineer,Full-Time,2,2025-04-18,Delhi,EMP0077,Python,SQL,G2,Active,CC-183,160
EMP0385,Employee 0385,Engineering,Team A,Junior Engineer,Full-Time,2,2025-09-26,Mumbai,EMP0061,SQL,Agile,G2,Active,CC-188,160
EMP0386,Employee 0386,Engineering,Team C,Data Analyst,Full-Time,4,2022-09-20,Hyderabad,EMP0054,Java,SQL,G3,Active,CC-136,160
EMP0387,Employee 0387,Data & Analytics,Team C,HR Executive,Full-Time,5,2019-03-12,Pune,EMP0046,Testing,Testing,G3,Active,CC-120,160
EMP0388,Employee 0388,Engineering,Team D,Product Manager,Contract,10,2023-07-27,Chennai,EMP0031,Python,Python,G6,Active,CC-185,160
EMP0389,Employee 0389,Data & Analytics,Team B,Sales Executive,Contract,7,2019-03-29,Bengaluru,EMP0100,Node.js,SQL,G4,Active,CC-192,160
EMP0390,Employee 0390,Data & Analytics,Team C,Sales Executive,Full-Time,2,2020-11-14,Mumbai,EMP0060,Python,SQL,G2,Active,CC-122,160
EMP0391,Employee 0391,Engineering,Team D,Finance Analyst,Full-Time,1,2021-04-05,Bengaluru,EMP0013,Python,Python,G1,Active,CC-117,160
EMP0392,Employee 0392,QA,Team C,Data Scientist,Contract,5,2022-01-04,Bengaluru,EMP0048,Power BI,Cloud,G3,Inactive,CC-114,160
EMP0393,Employee 0393,Support,Team D,QA Engineer,Full-Time,0,2023-02-13,Noida,EMP0084,SQL,SQL,G1,Active,CC-116,160
EMP0394,Employee 0394,Engineering,Team D,Finance Analyst,Full-Time,9,2019-10-15,Remote,EMP0024,Data Science,UI/UX,G5,Active,CC-199,160
EMP0395,Employee 0395,DevOps,Team B,Designer,Contract,8,2018-04-29,Remote,EMP0118,Excel,SQL,G5,Active,CC-152,160
EMP0396,Employee 0396,Finance,Team E,Junior Engineer,Full-Time,3,2018-09-17,Pune,EMP0086,Power BI,SQL,G2,Active,CC-155,160
EMP0397,Employee 0397,Product,Team B,Product Analyst,Full-Time,0,2021-11-17,Delhi,EMP0002,SQL,DevOps,G1,Active,CC-163,160
EMP0398,Employee 0398,QA,Team C,Software Engineer,Full-Time,8,2023-07-07,Delhi,EMP0065,React,UI/UX,G5,Active,CC-151,160
EMP0399,Employee 0399,Product,Team A,Software Engineer,Full-Time,4,2023-02-24,Remote,EMP0058,Power BI,SQL,G3,Active,CC-163,160
EMP0400,Employee 0400,Engineering,Team A,Software Engineer,Full-Time,8,2022-07-11,Bengaluru,EMP0102,Data Science,Testing,G5,Active,CC-165,160
EMP0401,Employee 0401,HR,Team C,Lead Engineer,Full-Time,0,2025-05-05,Delhi,EMP0105,React,DevOps,G1,Inactive,CC-142,160
EMP0402,Employee 0402,HR,Team C,HR Executive,Full-Time,2,2024-12-13,Remote,EMP0015,Java,Agile,G2,Active,CC-100,160
EMP0403,Employee 0403,DevOps,Team E,Data Scientist,Contract,4,2025-02-08,Chennai,EMP0090,Java,Python,G3,Active,CC-121,160
EMP0404,Employee 0404,Finance,Team B,Senior Engineer,Full-Time,4,2022-08-04,Bengaluru,EMP0120,Testing,Agile,G3,Active,CC-158,160
EMP0405,Employee 0405,Product,Team E,Support Engineer,Full-Time,3,2021-10-16,Bengaluru,EMP0099,Excel,DevOps,G2,Active,CC-184,160
EMP0406,Employee 0406,Sales,Team A,Product Manager,Contract,6,2019-07-06,Noida,EMP0108,Data Science,DevOps,G4,Active,CC-165,160
EMP0407,Employee 0407,QA,Team A,Support Engineer,Full-Time,1,2024-06-27,Noida,EMP0085,Data Science,Analytics,G1,Active,CC-164,160
EMP0408,Employee 0408,Support,Team C,QA Engineer,Contract,4,2024-10-30,Noida,EMP0044,AWS,DevOps,G3,Active,CC-117,160
EMP0409,Employee 0409,QA,Team C,QA Engineer,Full-Time,4,2024-10-03,Chennai,EMP0092,Node.js,Agile,G3,Active,CC-125,160
EMP0410,Employee 0410,Product,Team B,Designer,Full-Time,6,2021-04-05,Hyderabad,EMP0065,Node.js,Analytics,G4,Active,CC-190,160
EMP0411,Employee 0411,Data & Analytics,Team D,HR Executive,Full-Time,6,2021-12-13,Mumbai,EMP0113,Testing,Python,G4,Active,CC-166,160
EMP0412,Employee 0412,Data & Analytics,Team B,Junior Engineer,Full-Time,1,2022-04-10,Mumbai,EMP0097,SQL,Testing,G1,Active,CC-187,160
EMP0413,Employee 0413,Design,Team E,Senior Engineer,Full-Time,0,2018-09-12,Delhi,EMP0046,Excel,SQL,G1,Active,CC-178,160
EMP0414,Employee 0414,HR,Team B,Finance Analyst,Full-Time,8,2020-07-07,Mumbai,EMP0089,Python,UI/UX,G5,Active,CC-149,160
EMP0415,Employee 0415,Support,Team A,HR Executive,Full-Time,5,2025-09-07,Mumbai,EMP0026,Data Science,DevOps,G3,Active,CC-128,160
EMP0416,Employee 0416,DevOps,Team B,HR Executive,Full-Time,2,2024-08-07,Mumbai,EMP0058,SQL,SQL,G2,Active,CC-123,160
EMP0417,Employee 0417,QA,Team C,Support Engineer,Full-Time,9,2023-10-06,Mumbai,EMP0017,SQL,Testing,G5,Active,CC-100,160
EMP0418,Employee 0418,DevOps,Team E,Product Analyst,Full-Time,4,2019-09-27,Delhi,EMP0100,Data Science,Testing,G3,Active,CC-162,160
EMP0419,Employee 0419,Sales,Team E,Product Manager,Full-Time,8,2022-01-06,,EMP0024,Node.js,SQL,G5,Active,CC-164,160
EMP0420,Employee 0420,QA,Team B,QA Engineer,Full-Time,4,2024-02-03,Pune,EMP0085,Power BI,Analytics,G3,Active,CC-146,160
EMP0421,Employee 0421,Design,Team A,Lead Engineer,Full-Time,10,2024-12-07,Bengaluru,EMP0086,Power BI,DevOps,G6,On Leave,CC-130,160
EMP0422,Employee 0422,Sales,Team C,Sales Executive,Full-Time,9,2024-12-19,Noida,EMP0118,Java,UI/UX,G5,Active,CC-132,160
EMP0423,Employee 0423,HR,Team C,Support Engineer,Full-Time,3,2021-03-04,Remote,EMP0063,Python,Testing,G2,Active,CC-183,160
EMP0424,Employee 0424,Product,Team E,Data Scientist,Full-Time,7,2023-10-06,Delhi,EMP0081,Java,Agile,G4,Active,CC-185,160
EMP0425,Employee 0425,Product,Team E,Finance Analyst,Full-Time,6,2025-09-08,Noida,EMP0083,Java,Cloud,G4,Active,CC-103,160
EMP0426,Employee 0426,Finance,Team B,Support Engineer,Full-Time,8,2021-09-20,Mumbai,EMP0072,Java,Agile,G5,Active,CC-133,160
EMP0427,Employee 0427,Support,Team A,QA Engineer,Full-Time,1,2023-01-22,Noida,EMP0087,Java,Python,G1,Active,CC-182,160
EMP0428,Employee 0428,Sales,Team C,Software Engineer,Full-Time,6,2024-07-26,Bengaluru,EMP0038,AWS,SQL,G4,Active,CC-136,160
EMP0429,Employee 0429,Finance,Team B,QA Engineer,Contract,7,2022-06-07,Pune,EMP0018,Testing,Testing,G4,Active,CC-181,160
EMP0430,Employee 0430,QA,Team C,Data Analyst,Contract,0,2025-08-06,Delhi,EMP0071,Node.js,Cloud,G1,Inactive,CC-115,160
EMP0431,Employee 0431,Engineering,Team A,Junior Engineer,Full-Time,0,2024-06-03,Mumbai,EMP0027,Power BI,Agile,G1,Active,CC-152,160
EMP0432,Employee 0432,HR,Team C,Senior Engineer,Full-Time,0,2019-10-22,Pune,EMP0015,SQL,Python,G1,Active,CC-196,160
EMP0433,Employee 0433,HR,Team A,Product Analyst,Full-Time,3,2025-03-25,Mumbai,EMP0013,React,DevOps,G2,Active,CC-142,160
EMP0434,Employee 0434,DevOps,Team E,Senior Engineer,Full-Time,6,2025-07-12,Bengaluru,EMP0116,React,Analytics,G4,Active,CC-162,160
EMP0435,Employee 0435,Finance,Team B,Data Scientist,Full-Time,9,2024-11-29,Chennai,EMP0104,Power BI,UI/UX,G5,Active,CC-121,160
EMP0436,Employee 0436,Engineering,Team D,Data Scientist,Full-Time,4,2020-10-05,Mumbai,EMP0108,Power BI,Cloud,G3,Active,CC-186,160
EMP0437,Employee 0437,DevOps,Team C,Sales Executive,Full-Time,9,2023-05-20,Remote,EMP0071,Java,Cloud,G5,Active,CC-182,160
EMP0438,Employee 0438,Sales,Team E,Software Engineer,Contract,0,2021-02-23,Pune,EMP0034,Java,SQL,G1,Active,CC-102,160
EMP0439,Employee 0439,HR,Team E,DevOps Engineer,Full-Time,0,2018-05-08,Pune,EMP0117,Python,Testing,G1,Active,CC-169,160
EMP0440,Employee 0440,HR,Team B,Product Analyst,Full-Time,4,2025-05-02,Mumbai,EMP0018,Excel,SQL,G3,Active,CC-150,160
EMP0441,Employee 0441,DevOps,Team E,Product Manager,Full-Time,5,2018-02-13,Hyderabad,EMP0097,Node.js,Cloud,G3,Active,CC-157,160
EMP0442,Employee 0442,QA,Team B,Senior Engineer,Contract,4,2024-05-08,Remote,EMP0046,Python,Agile,G3,Active,CC-197,160
EMP0443,Employee 0443,Finance,Team B,Lead Engineer,Full-Time,0,2018-09-15,Chennai,EMP0050,Excel,DevOps,G1,Active,CC-105,160
EMP0444,Employee 0444,Engineering,Team C,DevOps Engineer,Full-Time,4,2021-08-20,Mumbai,EMP0075,Node.js,Cloud,G3,Inactive,CC-148,160
EMP0445,Employee 0445,Support,Team E,Data Scientist,Full-Time,0,2024-08-04,Mumbai,EMP0049,React,UI/UX,G1,Active,CC-145,160
EMP0446,Employee 0446,DevOps,Team B,Product Analyst,Contract,6,2023-05-29,Remote,EMP0022,React,SQL,G4,Active,CC-165,160
EMP0447,Employee 0447,Design,Team A,Lead Engineer,Full-Time,5,2019-09-08,Pune,EMP0054,Power BI,SQL,G3,Active,CC-161,160
EMP0448,Employee 0448,Finance,Team D,Product Analyst,Full-Time,1,2020-05-13,Delhi,EMP0032,Python,Cloud,G1,Active,CC-173,160
EMP0449,Employee 0449,SALES,Team E,Senior Engineer,Full-Time,2,2019-07-06,Hyderabad,EMP0008,SQL,Testing,G2,Active,CC-123,160
EMP0450,Employee 0450,HR,Team C,QA Engineer,Contract,1,2024-09-20,Bengaluru,EMP0028,Excel,DevOps,G1,Active,CC-161,160
EMP0451,Employee 0451,QA,Team B,Lead Engineer,Full-Time,4,2022-08-10,Mumbai,EMP0022,Power BI,DevOps,G3,Active,CC-176,160
EMP0452,Employee 0452,Sales,Team A,Software Engineer,Full-Time,7,2020-07-30,Pune,EMP0067,Node.js,UI/UX,G4,Active,CC-119,160
EMP0453,Employee 0453,Sales,Team A,Software Engineer,Full-Time,1,2019-12-28,Bengaluru,EMP0012,Excel,Cloud,G1,Active,CC-177,160
EMP0454,Employee 0454,HR,Team D,Finance Analyst,Contract,6,2018-01-05,Noida,EMP0048,Python,UI/UX,G4,Active,CC-129,160
EMP0455,Employee 0455,Finance,Team E,HR Executive,Full-Time,2,2022-04-11,Bengaluru,EMP0055,SQL,Testing,G2,Active,CC-161,160
EMP0456,Employee 0456,Product,Team D,Sales Executive,Full-Time,2,2018-12-10,Mumbai,EMP0025,Python,Python,G2,Active,CC-173,160
EMP0457,Employee 0457,HR,Team C,Software Engineer,Full-Time,4,2023-10-30,Noida,EMP0047,Java,Cloud,G3,Active,CC-154,160
EMP0458,Employee 0458,Sales,Team C,Data Analyst,Contract,1,2020-12-06,Mumbai,EMP0088,Testing,Agile,G1,Active,CC-152,160
EMP0459,Employee 0459,HR,Team E,HR Executive,Full-Time,2,2024-04-02,Remote,EMP0033,AWS,Analytics,G2,Active,CC-199,160
EMP0460,Employee 0460,Support,Team B,Support Engineer,Contract,0,2019-07-20,Remote,EMP0101,SQL,SQL,G1,Active,CC-127,160
EMP0461,Employee 0461,HR,Team A,QA Engineer,Full-Time,10,2021-10-18,Hyderabad,EMP0050,Python,SQL,G6,Active,CC-118,160
EMP0462,Employee 0462,Finance,Team B,Sales Executive,Full-Time,4,2024-09-24,Chennai,EMP0011,Data Science,Python,G3,Active,CC-192,160
EMP0463,Employee 0463,Support,Team E,Sales Executive,Full-Time,2,2022-06-30,Delhi,EMP0100,SQL,DevOps,G2,Active,CC-156,160
EMP0464,Employee 0464,Engineering,Team B,Lead Engineer,Contract,5,2025-05-14,Delhi,EMP0101,Data Science,Agile,G3,Active,CC-178,160
EMP0465,Employee 0465,QA,Team B,DevOps Engineer,Full-Time,4,2018-05-28,Bengaluru,EMP0036,Testing,Analytics,G3,Active,CC-185,160
EMP0466,Employee 0466,Support,Team A,QA Engineer,Full-Time,3,2024-07-28,Bengaluru,EMP0071,AWS,Analytics,G2,Active,CC-144,160
EMP0467,Employee 0467,Design,Team D,Lead Engineer,Contract,6,2024-10-19,Delhi,EMP0034,SQL,UI/UX,G4,Active,CC-164,160
EMP0468,Employee 0468,Data & Analytics,Team A,Product Manager,Full-Time,6,2018-10-24,Mumbai,EMP0113,Node.js,Testing,G4,Active,CC-188,160
EMP0469,Employee 0469,Finance,Team C,QA Engineer,Full-Time,2,2024-04-25,Remote,EMP0088,Excel,Python,G2,Active,CC-161,160
EMP0470,Employee 0470,Data & Analytics,Team B,Data Analyst,Full-Time,2,2018-10-04,Pune,EMP0103,Power BI,UI/UX,G2,Active,CC-145,160
EMP0471,Employee 0471,HR,Team C,Product Manager,Full-Time,3,2018-02-09,Bengaluru,,Power BI,SQL,G2,Active,CC-170,160
EMP0472,Employee 0472,QA,Team C,Product Analyst,Full-Time,0,2021-07-09,Hyderabad,EMP0096,React,DevOps,G1,Active,CC-194,160
EMP0473,Employee 0473,Product,Team B,Lead Engineer,Contract,0,2020-09-18,Pune,EMP0108,Data Science,Analytics,G1,Active,CC-119,160
EMP0474,Employee 0474,Data & Analytics,Team E,Software Engineer,Full-Time,8,2018-11-18,,EMP0098,Node.js,Python,G5,Active,CC-161,160
EMP0475,Employee 0475,DevOps,Team E,Designer,Full-Time,9,2021-07-15,Mumbai,EMP0063,SQL,Testing,G5,On Leave,CC-150,160
EMP0476,Employee 0476,Product,Team D,HR Executive,Full-Time,3,2024-06-20,Remote,EMP0070,Python,Analytics,G2,Active,CC-150,160
EMP0477,Employee 0477,QA,Team A,Product Analyst,Full-Time,6,2019-05-09,Delhi,EMP0087,React,UI/UX,G4,Active,CC-174,160
EMP0478,Employee 0478,Data & Analytics,Team E,Data Scientist,Full-Time,5,2022-01-21,Mumbai,EMP0031,AWS,DevOps,G3,Active,CC-178,160
EMP0479,Employee 0479,DevOps,Team C,Data Scientist,Full-Time,13,2020-01-24,Chennai,EMP0110,Testing,Testing,G7,Active,CC-157,160
EMP0480,Employee 0480,QA,Team A,Designer,Intern,7,2019-06-22,,EMP0103,React,UI/UX,G4,Active,CC-148,100
EMP0481,Employee 0481,PRODUCT,Team D,Senior Engineer,Full-Time,4,2019-09-05,Remote,EMP0018,Node.js,Analytics,G3,Active,CC-162,160
EMP0482,Employee 0482,Design,Team A,Data Analyst,Contract,1,2024-04-21,Hyderabad,EMP0008,React,Testing,G1,Active,CC-160,160
EMP0483,Employee 0483,Data & Analytics,Team E,Product Analyst,Full-Time,0,2021-10-02,Mumbai,EMP0045,Python,UI/UX,G1,Active,CC-115,160
EMP0484,Employee 0484,DevOps,Team E,Finance Analyst,Contract,5,2025-08-15,Hyderabad,EMP0100,AWS,Analytics,G3,Active,CC-141,160
EMP0485,Employee 0485,HR,Team C,Product Analyst,Contract,2,2023-01-05,Remote,EMP0081,SQL,Cloud,G2,Active,CC-181,160
EMP0486,Employee 0486,DevOps,Team A,QA Engineer,Full-Time,0,2025-01-29,Bengaluru,EMP0021,Power BI,Agile,G1,Active,CC-140,160
EMP0487,Employee 0487,DevOps,Team D,DevOps Engineer,Full-Time,2,2021-04-08,Mumbai,EMP0114,Excel,Analytics,G2,Active,CC-195,160
EMP0488,Employee 0488,Sales,Team A,Product Manager,Full-Time,1,2023-01-19,Hyderabad,EMP0094,React,Testing,G1,Active,CC-195,160
EMP0489,Employee 0489,Data & Analytics,Team D,Lead Engineer,Full-Time,9,2019-11-15,Delhi,EMP0004,Testing,SQL,G5,Active,CC-113,160
EMP0490,Employee 0490,Design,Team D,Designer,Full-Time,7,2019-09-29,Mumbai,EMP0030,React,Testing,G4,Active,CC-156,160
EMP0491,Employee 0491,QA,Team C,Senior Engineer,Contract,4,2023-11-28,Chennai,EMP0111,Excel,DevOps,G3,Active,CC-169,160
EMP0492,Employee 0492,Design,Team E,Product Manager,Full-Time,8,2022-12-28,Hyderabad,EMP0076,Data Science,DevOps,G5,Inactive,CC-180,160
EMP0493,Employee 0493,Sales,Team C,QA Engineer,Full-Time,4,2023-11-15,Remote,EMP0070,React,SQL,G3,Active,CC-156,160
EMP0494,Employee 0494,Design,Team A,Data Scientist,Full-Time,1,2022-08-16,Hyderabad,EMP0045,AWS,DevOps,G1,Active,CC-168,160
EMP0495,Employee 0495,Engineering,Team A,Support Engineer,Contract,9,2023-07-08,,,AWS,Agile,G5,Active,CC-100,160
EMP0496,Employee 0496,HR,Team D,Data Scientist,Full-Time,6,2020-02-12,Pune,EMP0021,Testing,UI/UX,G4,Active,CC-128,160
EMP0497,Employee 0497,Design,Team E,Software Engineer,Full-Time,1,2022-09-26,,EMP0037,Node.js,Testing,G1,Active,CC-152,160
EMP0498,Employee 0498,Product,Team D,Finance Analyst,Full-Time,3,2018-10-08,Remote,EMP0035,Data Science,DevOps,G2,Active,CC-124,160
EMP0499,Employee 0499,DevOps,Team B,Junior Engineer,Full-Time,1,2019-09-16,Bengaluru,EMP0037,AWS,Cloud,G1,Active,CC-191,160
EMP0500,Employee 0500,Finance,Team D,Support Engineer,Full-Time,0,2018-02-03,Pune,EMP0044,Testing,Testing,G1,Active,CC-163,160
EMP0501,Employee 0501,DevOps,Team B,Product Analyst,Full-Time,7,2025-10-25,Delhi,EMP0035,Testing,SQL,G4,Active,CC-169,160
EMP0502,Employee 0502,Finance,Team D,Senior Engineer,Contract,10,2020-02-27,Delhi,EMP0016,React,UI/UX,G6,Active,CC-198,160
EMP0503,Employee 0503,Finance,Team A,Lead Engineer,Full-Time,0,2018-05-18,Pune,EMP0061,Testing,Testing,G1,Active,CC-141,160
EMP0504,Employee 0504,QA,Team A,DevOps Engineer,Full-Time,6,2018-06-22,Mumbai,EMP0062,AWS,Agile,G4,Active,CC-146,160
EMP0505,Employee 0505,Engineering,Team D,Finance Analyst,Full-Time,2,2025-06-23,Chennai,EMP0002,SQL,Testing,G2,Active,CC-174,160
EMP0506,Employee 0506,Data & Analytics,Team D,QA Engineer,Full-Time,3,2020-09-22,Hyderabad,EMP0048,Java,Agile,G2,Active,CC-120,160
EMP0507,Employee 0507,Finance,Team A,Software Engineer,Full-Time,2,2025-09-10,Delhi,EMP0046,SQL,SQL,G2,Active,CC-116,160
EMP0508,Employee 0508,Finance,Team C,Lead Engineer,Intern,1,2021-07-21,Remote,EMP0094,React,Python,G1,Active,CC-188,100
EMP0509,Employee 0509,Support,Team D,Data Scientist,Full-Time,4,2019-07-06,Mumbai,EMP0070,Excel,Agile,G3,Active,CC-172,160
EMP0510,Employee 0510,QA,Team E,Product Manager,Full-Time,2,2021-11-25,Hyderabad,EMP0009,Node.js,Cloud,G2,Active,CC-157,160
EMP0511,Employee 0511,Design,Team E,Finance Analyst,Full-Time,5,2020-12-14,Noida,EMP0094,SQL,Python,G3,Active,CC-179,160
EMP0512,Employee 0512,DevOps,Team E,HR Executive,Full-Time,4,2024-12-15,Noida,EMP0025,Node.js,DevOps,G3,Active,CC-198,160
EMP0513,Employee 0513,HR,Team C,Senior Engineer,Full-Time,3,2024-11-16,Bengaluru,EMP0013,Node.js,SQL,G2,Active,CC-105,160
EMP0514,Employee 0514,QA,Team A,Senior Engineer,Full-Time,1,2018-05-09,Delhi,EMP0074,Testing,DevOps,G1,Active,CC-167,160
EMP0515,Employee 0515,Sales,Team E,Support Engineer,Full-Time,2,2024-08-14,Bengaluru,EMP0002,React,DevOps,G2,Active,CC-110,160
EMP0516,Employee 0516,Finance,Team D,HR Executive,Full-Time,6,2025-03-02,Chennai,EMP0102,Python,Testing,G4,Active,CC-167,160
EMP0517,Employee 0517,Engineering,Team B,Support Engineer,Contract,6,2018-10-16,Bengaluru,EMP0013,React,UI/UX,G4,Active,CC-124,160
EMP0518,Employee 0518,Product,Team B,Product Manager,Full-Time,1,2025-05-14,Noida,EMP0096,Java,Analytics,G1,Active,CC-186,160
EMP0519,Employee 0519,Finance,Team B,Support Engineer,Full-Time,4,2025-06-17,Noida,EMP0065,Power BI,Cloud,G3,Active,CC-168,160
EMP0520,Employee 0520,Sales,Team C,Product Analyst,Contract,6,2021-12-14,Chennai,EMP0053,Testing,Analytics,G4,Active,CC-177,160
EMP0521,Employee 0521,Product,Team C,Designer,Full-Time,0,2024-02-13,Chennai,EMP0058,Excel,UI/UX,G1,Active,CC-100,160
EMP0522,Employee 0522,Engineering,Team C,Data Analyst,Full-Time,6,2024-09-06,Delhi,EMP0039,React,Agile,G4,Active,CC-140,160
EMP0523,Employee 0523,Engineering,Team E,HR Executive,Contract,2,2025-09-26,Hyderabad,EMP0013,Python,DevOps,G2,Active,CC-145,160
EMP0524,Employee 0524,QA,Team B,Senior Engineer,Full-Time,6,2020-12-21,Mumbai,EMP0104,AWS,SQL,G4,Active,CC-173,160
EMP0525,Employee 0525,Support,Team D,Designer,Full-Time,2,2020-06-09,Hyderabad,EMP0063,Data Science,SQL,G2,Active,CC-176,160
EMP0526,Employee 0526,Design,Team C,Junior Engineer,Full-Time,0,2024-06-18,Chennai,EMP0113,Testing,UI/UX,G1,Active,CC-115,160
EMP0527,Employee 0527,Product,Team D,Support Engineer,Contract,0,2025-04-27,Delhi,EMP0040,Node.js,Python,G1,Active,CC-140,160
EMP0528,Employee 0528,HR,Team B,Designer,Full-Time,4,2019-09-05,Delhi,EMP0087,Testing,DevOps,G3,Active,CC-196,160
EMP0529,Employee 0529,Sales,Team D,Designer,Full-Time,5,2023-08-30,Hyderabad,EMP0017,Power BI,SQL,G3,Active,CC-160,160
EMP0530,Employee 0530,Sales,Team D,Support Engineer,Full-Time,1,2018-07-21,Noida,EMP0100,SQL,Cloud,G1,Active,CC-161,160
EMP0531,Employee 0531,HR,Team E,Lead Engineer,Full-Time,6,2023-06-22,Pune,EMP0032,Java,Testing,G4,Active,CC-199,160
EMP0532,Employee 0532,Support,Team D,Data Scientist,Contract,0,2025-09-05,Noida,EMP0047,Power BI,Agile,G1,Active,CC-141,160
EMP0533,Employee 0533,DevOps,Team C,Designer,Full-Time,4,2025-05-08,Remote,EMP0080,SQL,DevOps,G3,Active,CC-105,160
EMP0534,Employee 0534,Product,Team A,Lead Engineer,Full-Time,0,2025-09-08,Bengaluru,EMP0095,Python,Agile,G1,Active,CC-179,160
EMP0535,Employee 0535,QA,Team A,Finance Analyst,Full-Time,2,2021-03-24,Mumbai,EMP0058,Excel,Python,G2,Active,CC-142,160
EMP0536,Employee 0536,Product,Team C,Support Engineer,Full-Time,4,2024-01-13,Remote,EMP0080,SQL,Python,G3,Active,CC-148,160
EMP0537,Employee 0537,Sales,Team A,Sales Executive,Full-Time,1,2025-06-10,Mumbai,EMP0026,Data Science,Testing,G1,Active,CC-106,160
EMP0538,Employee 0538,Finance,Team C,DevOps Engineer,Full-Time,3,2018-02-04,Bengaluru,,AWS,,G2,Active,CC-129,160
EMP0539,Employee 0539,Support,Team E,Product Manager,Contract,7,2019-02-12,Bengaluru,,React,DevOps,G4,Active,CC-171,160
EMP0540,Employee 0540,Engineering,Team D,Junior Engineer,Contract,2,2020-10-10,Noida,EMP0096,SQL,Python,G2,Active,CC-144,160
EMP0541,Employee 0541,DevOps,Team E,Data Scientist,Full-Time,7,2025-01-04,Mumbai,EMP0104,Python,Testing,G4,On Leave,CC-149,160
EMP0542,Employee 0542,Engineering,Team D,Product Manager,Full-Time,1,2021-02-21,Hyderabad,EMP0012,Testing,Agile,G1,Active,CC-153,160
EMP0543,Employee 0543,Product,Team E,Designer,Full-Time,6,2019-09-18,Chennai,EMP0058,Node.js,Cloud,G4,Active,CC-126,160
EMP0544,Employee 0544,QA,Team B,Designer,Full-Time,8,2024-01-27,Mumbai,EMP0089,Node.js,Cloud,G5,Active,CC-155,160
EMP0545,Employee 0545,QA,Team E,DevOps Engineer,Contract,0,2024-05-02,Bengaluru,EMP0024,Power BI,Cloud,G1,Active,CC-193,160
EMP0546,Employee 0546,Engineering,Team D,HR Executive,Contract,2,2021-07-29,Mumbai,EMP0057,AWS,Cloud,G2,Active,CC-199,160
EMP0547,Employee 0547,Product,Team E,Software Engineer,Full-Time,6,2019-06-23,Mumbai,EMP0078,Data Science,Agile,G4,Active,CC-176,160
EMP0548,Employee 0548,Product,Team D,Lead Engineer,Full-Time,3,2025-09-16,Hyderabad,EMP0065,Data Science,DevOps,G2,Active,CC-191,160
EMP0549,Employee 0549,DevOps,Team B,Senior Engineer,Full-Time,5,2022-05-07,Pune,EMP0005,Testing,Python,G3,Active,CC-134,160
EMP0550,Employee 0550,Support,Team A,Lead Engineer,Intern,2,2025-07-12,Hyderabad,EMP0119,Excel,DevOps,G2,Active,CC-188,100
EMP0551,Employee 0551,DevOps,Team A,Finance Analyst,Contract,4,2023-02-18,Noida,EMP0093,Power BI,UI/UX,G3,Active,CC-178,160
EMP0552,Employee 0552,Sales,Team A,Designer,Full-Time,4,2024-01-06,Bengaluru,EMP0058,Excel,Python,G3,Active,CC-131,160
